Round,Accuracy,Duration_Sec,Clients,Epochs,Model,Dataset,Data Distr. (Alpha)
1,0.0986,7.344879865646362,2,1,cnn,cifar10,0.5
2,0.0959,7.344879865646362,2,1,cnn,cifar10,0.5
