Round,Accuracy,Duration_Sec,Clients,Epochs,Model,Dataset,Data Distr. (Alpha)
57,0.6164,8.343995094299316,4,1,cnn,cifar10,0.5
58,0.6014,8.324799060821533,4,1,cnn,cifar10,0.5
59,0.6027,8.245752096176147,4,1,cnn,cifar10,0.5
60,0.5866,8.054155826568604,4,1,cnn,cifar10,0.5
61,0.6051,8.042837142944336,4,1,cnn,cifar10,0.5
62,0.588,8.37031102180481,4,1,cnn,cifar10,0.5
63,0.6113,7.911232948303223,4,1,cnn,cifar10,0.5
64,0.6043,8.304853916168213,4,1,cnn,cifar10,0.5
65,0.603,8.400635957717896,4,1,cnn,cifar10,0.5
66,0.596,8.102640151977539,4,1,cnn,cifar10,0.5
67,0.6031,8.363353967666626,4,1,cnn,cifar10,0.5
68,0.6077,7.90374231338501,4,1,cnn,cifar10,0.5
69,0.6051,8.05713701248169,4,1,cnn,cifar10,0.5
70,0.59,8.012868881225586,4,1,cnn,cifar10,0.5
71,0.5965,7.9870383739471436,4,1,cnn,cifar10,0.5
72,0.6093,8.381875038146973,4,1,cnn,cifar10,0.5
73,0.6,8.311343908309937,4,1,cnn,cifar10,0.5
74,0.5923,8.255829095840454,4,1,cnn,cifar10,0.5
75,0.5927,8.066313982009888,4,1,cnn,cifar10,0.5
76,0.5961,8.008949041366577,4,1,cnn,cifar10,0.5
77,0.6074,8.047014236450195,4,1,cnn,cifar10,0.5
78,0.6022,8.388758182525635,4,1,cnn,cifar10,0.5
79,0.5811,8.483494997024536,4,1,cnn,cifar10,0.5
80,0.6105,8.309721946716309,4,1,cnn,cifar10,0.5
81,0.6017,8.28230094909668,4,1,cnn,cifar10,0.5
82,0.5941,8.389411211013794,4,1,cnn,cifar10,0.5
83,0.5974,8.28847074508667,4,1,cnn,cifar10,0.5
84,0.6077,7.997978210449219,4,1,cnn,cifar10,0.5
85,0.6065,8.139238834381104,4,1,cnn,cifar10,0.5
86,0.5978,8.469844102859497,4,1,cnn,cifar10,0.5
87,0.5929,8.09352993965149,4,1,cnn,cifar10,0.5
88,0.6034,8.028632164001465,4,1,cnn,cifar10,0.5
89,0.5976,8.18273115158081,4,1,cnn,cifar10,0.5
90,0.6025,8.069403171539307,4,1,cnn,cifar10,0.5
91,0.6138,8.099271059036255,4,1,cnn,cifar10,0.5
92,0.6087,8.302332162857056,4,1,cnn,cifar10,0.5
93,0.6072,8.372204065322876,4,1,cnn,cifar10,0.5
94,0.605,8.073600053787231,4,1,cnn,cifar10,0.5
95,0.6066,8.00287389755249,4,1,cnn,cifar10,0.5
96,0.5927,7.898699045181274,4,1,cnn,cifar10,0.5
97,0.6058,8.078162908554077,4,1,cnn,cifar10,0.5
98,0.5963,8.365447998046875,4,1,cnn,cifar10,0.5
99,0.5855,8.317805051803589,4,1,cnn,cifar10,0.5
100,0.6005,8.059226036071777,4,1,cnn,cifar10,0.5
