Round,Accuracy,Duration_Sec,Clients,Epochs,Model,Dataset,Data Distr. (Alpha)
1,0.1254,6.384396076202393,2,1,cnn,cifar10,0.5
2,0.1185,6.384396076202393,2,1,cnn,cifar10,0.5
