Round,Accuracy,Duration_Sec,Clients,Epochs,Model,Dataset,Data Distr. (Alpha),Learning Type,TFLOPS,Round_Throughput_TFLOPS,Avg_Training_Time_Sec,Avg_Eval_Time_Sec,Avg_Communication_Time_Sec,Avg_Fit_Time_Sec,Avg_Fit_Overhead_Time_Sec,Fit_Phase_Duration_Sec,Train_Examples,Unique_Train_Examples,Current_Examples,Replay_Examples,Eval_Examples
1,0.1135,141.6067910194397,4,1,vgg16,mnist,0.5,Federated Learning,0.6033127946144302,0.8915738445495038,90.00840035398141,7.312322947720531,0.5647584999969695,90.57613274999312,0.0029738960147369653,117.62306094169617,35421.0,35421.0,35421.0,0.0,40000.0
