Round,Accuracy,Duration_Sec,Clients,Epochs,Model,Dataset,Data Distr. (Alpha)
1,0.1036,6.099467992782593,2,1,cnn,cifar10,0.5
2,0.1358,6.099467992782593,2,1,cnn,cifar10,0.5
