Round,Accuracy,Duration_Sec,Clients,Epochs,Model,Dataset,Data Distr. (Alpha),Learning Type,TFLOPS,Round_Throughput_TFLOPS,Avg_Training_Time_Sec,Avg_Eval_Time_Sec,Avg_Communication_Time_Sec,Train_Examples,Unique_Train_Examples,Current_Examples,Replay_Examples,Eval_Examples
1,0.254375,13.307090044021606,2,1,cnn,stl10,1.0,Federated Learning,0.383172141519213,0.37524730075031865,3.884324375016149,6.507838229008485,0.00977233299636282,5000.0,5000.0,5000.0,0.0,16000.0
2,0.3545,13.307090044021606,2,1,cnn,stl10,1.0,Federated Learning,0.46536614069062926,0.5984760284670896,3.2038082085200585,5.35286760397139,0.005839582998305559,5000.0,5000.0,5000.0,0.0,16000.0
